rsi_period,entry,exit,stop,final,return_pct,trades,win_rate
10,30,75,0.1,1316.4587895441348,-12.236080697057684,36,66.66666666666666
10,30,75,0.12,1316.4587895441348,-12.236080697057684,36,66.66666666666666
21,32,60,0.1,1315.7534222189752,-12.283105185401656,23,65.21739130434783
21,32,60,0.12,1315.7534222189752,-12.283105185401656,23,65.21739130434783
14,26,50,0.05,1315.016555375074,-12.33222964166174,27,62.96296296296296
14,30,70,0.1,1314.3763436605204,-12.374910422631968,24,58.333333333333336
14,30,70,0.12,1314.3763436605204,-12.374910422631968,24,58.333333333333336
10,24,80,0.08,1314.084034965869,-12.39439766894207,23,65.21739130434783
10,20,70,0.08,1313.7630231660403,-12.415798455597315,23,65.21739130434783
10,26,75,0.1,1311.1695809714956,-12.588694601900297,29,62.06896551724138
10,26,75,0.12,1311.1695809714956,-12.588694601900297,29,62.06896551724138
10,24,65,0.08,1309.0447612118278,-12.730349252544816,38,60.526315789473685
10,32,80,0.1,1308.8987913101137,-12.740080579325753,33,69.6969696969697
14,28,60,0.1,1308.727041738065,-12.751530550795664,29,55.172413793103445
14,28,60,0.12,1308.727041738065,-12.751530550795664,29,55.172413793103445
14,24,80,0.08,1308.1839028043103,-12.787739813045985,9,55.55555555555556
14,30,50,0.05,1308.149411440914,-12.7900392372724,45,66.66666666666666
14,26,65,0.05,1307.777437423159,-12.814837505122734,23,65.21739130434783
10,34,75,0.12,1307.2032008891845,-12.853119940721037,42,69.04761904761905
14,26,60,0.1,1307.0721135617482,-12.861859095883455,22,63.63636363636363
14,26,60,0.12,1307.0721135617482,-12.861859095883455,22,63.63636363636363
10,24,55,0.05,1306.15430920352,-12.923046053098675,42,61.904761904761905
14,30,80,0.08,1305.3990455350427,-12.973396964330487,16,68.75
14,26,55,0.1,1305.1624410814557,-12.989170594569622,24,62.5
